Title,Release Date,Language,Runtime,Revenue,Budget,Genre,Year,Month,Day,User rating,Rated,Profit
Red Riding Hood,2011-03-11,en,100.0,89162162,42000000,Fantasy,2011,3,11,5.5,PG-13,124167015
15 Minutes,2001-03-01,en,120.0,56359980,60000000,Action,2001,3,1,6.1,R,47162162
Super Mario Bros.,1993-05-28,en,104.0,20915465,48000000,Adventure,1993,5,28,4.1,PG,-3640020
Lord of War,2005-09-16,en,122.0,24127895,42000000,Crime,2005,9,16,7.6,R,-27084535
英雄,2002-12-19,zh,99.0,177394432,31000000,Drama,2002,12,19,No Rating,No Rating,-17872105
One for the Money,2012-01-26,en,91.0,36893721,40000000,Action,2012,1,26,5.3,PG-13,146394432
The Interview,2014-12-25,en,112.0,12342632,44000000,Action,2014,12,25,6.5,R,-3106279
The Warrior's Way,2010-12-02,en,100.0,11087569,42000000,Adventure,2010,12,2,6.3,R,-31657368
Micmacs à tire-larigot,2009-10-28,fr,100.0,14000000,33000000,Action,2009,10,28,6.9,N/A,-30912431
8 Mile,2002-11-08,en,110.0,215000000,41000000,Drama,2002,11,8,7.1,R,-19000000
A Knight's Tale,2001-05-11,en,132.0,117487473,65000000,Adventure,2001,5,11,6.9,PG-13,174000000
The Sixth Sense,1999-08-06,en,107.0,672806292,40000000,Mystery,1999,8,6,8.1,PG-13,52487473
Man on a Ledge,2012-01-13,en,102.0,46221189,42000000,Action,2012,1,13,6.6,PG-13,632806292
The Big Year,2011-10-13,en,100.0,7448385,41000000,Comedy,2011,10,13,6.2,PG,4221189
The Karate Kid,1984-06-22,en,126.0,90815558,8000000,Drama,1984,6,22,7.2,PG,-33551615
American Hustle,2013-12-12,en,138.0,251171807,40000000,Drama,2013,12,12,7.2,R,82815558
The Proposal,2009-06-01,en,108.0,317375031,40000000,Comedy,2009,6,1,6.7,PG-13,211171807
Double Jeopardy,1999-09-24,en,105.0,177841558,70000000,Crime,1999,9,24,6.5,R,277375031
Back to the Future Part II,1989-11-20,en,108.0,332000000,40000000,Adventure,1989,11,20,7.8,PG,107841558
Lucy,2014-07-14,en,89.0,126546825,40000000,Action,2014,7,14,6.4,R,292000000
Fifty Shades of Grey,2015-02-11,en,125.0,571006128,40000000,Drama,2015,2,11,4.1,R,86546825
Spy Kids 3-D: Game Over,2003-07-25,en,84.0,197011982,38000000,Action,2003,7,25,4.3,PG,531006128
A Time to Kill,1996-07-24,en,149.0,152266007,40000000,Crime,1996,7,24,7.5,R,159011982
Cheaper by the Dozen,2003-12-24,en,98.0,190212113,40000000,Comedy,2003,12,24,5.9,PG,112266007
Lone Survivor,2013-12-24,en,121.0,149295601,40000000,Action,2013,12,24,7.5,R,150212113
A League of Their Own,1992-07-01,en,128.0,107458785,40000000,Comedy,1992,7,1,7.3,PG,109295601
The Conjuring 2,2016-05-13,en,134.0,320170008,40000000,Horror,2016,5,13,7.3,R,67458785
The Social Network,2010-09-30,en,120.0,224920315,40000000,Drama,2010,9,30,7.7,PG-13,280170008
He's Just Not That Into You,2009-02-06,en,129.0,177259441,40000000,Comedy,2009,2,6,6.4,PG-13,184920315
Scary Movie 4,2006-04-13,en,83.0,178262620,45000000,Comedy,2006,4,13,5.1,PG-13,137259441
Scream 3,2000-02-03,en,116.0,161834276,40000000,Horror,2000,2,3,5.6,R,133262620
Back to the Future Part III,1990-05-25,en,118.0,244527583,40000000,Adventure,1990,5,25,7.4,PG,121834276
Get Hard,2015-03-26,en,100.0,111811453,40000000,Comedy,2015,3,26,6.0,R,204527583
Dracula,1992-11-13,en,128.0,215862692,40000000,Romance,1992,11,13,7.5,Passed,71811453
Julie & Julia,2009-08-06,en,123.0,129540499,40000000,Romance,2009,8,6,6.2,Approved,175862692
42,2013-04-12,en,128.0,95020213,40000000,Drama,2013,4,12,7.5,PG-13,89540499
The Talented Mr. Ripley,1999-12-25,en,139.0,128798265,40000000,Thriller,1999,12,25,7.4,R,55020213
Dumb and Dumber To,2014-11-12,en,110.0,169837010,40000000,Comedy,2014,11,12,5.6,PG-13,88798265
Eight Below,2006-02-17,en,120.0,120455994,40000000,Adventure,2006,2,17,7.3,PG,129837010
The Intern,2015-09-24,en,121.0,194564672,35000000,Comedy,2015,9,24,7.1,PG-13,80455994
Ride Along 2,2016-01-14,en,102.0,124827316,40000000,Action,2016,1,14,5.9,PG-13,159564672
The Last of the Mohicans,1992-09-25,en,112.0,75505856,40000000,Action,1992,9,25,7.7,R,84827316
Ray,2004-10-29,en,152.0,124731534,40000000,Drama,2004,10,29,7.7,PG-13,35505856
Sin City,2005-04-01,en,124.0,158733820,40000000,Action,2005,4,1,8.0,R,84731534
Vantage Point,2008-02-01,en,90.0,151161491,40000000,Drama,2008,2,1,6.6,PG-13,118733820
"I Love You, Man",2009-03-20,en,105.0,91636986,41000000,Comedy,2009,3,20,7.0,R,111161491
Shallow Hal,2001-11-01,en,114.0,141069860,40000000,Comedy,2001,11,1,5.9,PG-13,50636986
JFK,1991-12-20,en,189.0,205405498,40000000,Drama,1991,12,20,8.0,R,101069860
Big Momma's House 2,2006-01-26,en,99.0,138259062,40000000,Comedy,2006,1,26,4.7,PG-13,165405498
The Mexican,2001-03-01,en,123.0,147845033,57000000,Action,2001,3,1,6.1,R,98259062
17 Again,2009-03-11,en,102.0,136267476,20000000,Comedy,2009,3,11,6.3,PG-13,90845033
The Other Woman,2014-04-16,en,109.0,196781193,40000000,Comedy,2014,4,16,6.0,PG-13,116267476
The Final Destination,2009-08-26,en,82.0,186167139,40000000,Horror,2009,8,26,5.2,R,156781193
Bridge of Spies,2015-10-15,en,141.0,165478348,40000000,Thriller,2015,10,15,7.6,PG-13,146167139
Behind Enemy Lines,2001-11-17,en,106.0,91753202,40000000,Action,2001,11,17,6.4,PG-13,125478348
Get Him to the Greek,2010-06-04,en,109.0,90029656,40000000,Comedy,2010,6,4,6.4,R,51753202
Shall We Dance?,2004-10-15,en,107.0,170128460,50000000,Drama,2004,10,15,7.6,PG,50029656
Small Soldiers,1998-07-10,en,110.0,54682547,40000000,Comedy,1998,7,10,6.2,PG-13,120128460
Spawn,1997-07-31,en,96.0,87840042,40000000,Action,1997,7,31,5.3,PG-13,14682547
The Count of Monte Cristo,2002-01-23,en,131.0,75395048,35000000,Action,2002,1,23,7.8,PG-13,47840042
The Lincoln Lawyer,2011-03-17,en,119.0,85412898,40000000,Crime,2011,3,17,7.3,R,40395048
Unknown,2011-02-16,en,113.0,130786397,30000000,Action,2011,2,16,6.8,PG-13,45412898
The Prestige,2006-10-19,en,130.0,109676311,40000000,Drama,2006,10,19,8.5,PG-13,100786397
Horrible Bosses 2,2014-11-26,en,108.0,107670357,42000000,Comedy,2014,11,26,6.3,R,69676311
Escape from Planet Earth,2013-02-14,en,89.0,74597643,40000000,Animation,2013,2,14,5.9,PG,65670357
Apocalypto,2006-12-07,en,139.0,120175290,40000000,Action,2006,12,7,7.8,R,34597643
The Living Daylights,1987-06-29,en,130.0,191185897,40000000,Action,1987,6,29,6.7,PG,80175290
Predators,2010-07-03,en,107.0,126248813,40000000,Action,2010,7,3,6.4,R,151185897
Secret Window,2004-03-12,en,96.0,92913171,40000000,Thriller,2004,3,12,6.6,PG-13,86248813
The Lake House,2006-06-16,en,99.0,114830111,40000000,Romance,2006,6,16,6.8,PG,52913171
The Skeleton Key,2005-07-29,en,104.0,91974818,43000000,Drama,2005,7,29,6.5,PG-13,74830111
Made of Honor,2008-05-02,en,101.0,84601681,40000000,Comedy,2008,5,2,5.9,PG-13,48974818
Jersey Boys,2014-06-05,en,134.0,67347013,40000000,Music,2014,6,5,6.8,R,44601681
The Rainmaker,1997-11-18,en,135.0,45916769,40000000,Drama,1997,11,18,7.2,PG-13,27347013
Gothika,2003-11-21,en,98.0,141591324,40000000,Horror,2003,11,21,5.8,R,5916769
Amistad,1997-12-03,en,155.0,74000000,36000000,Drama,1997,12,3,7.3,R,101591324
Aliens vs Predator: Requiem,2007-12-25,en,94.0,41797066,40000000,Fantasy,2007,12,25,4.7,R,38000000
Music and Lyrics,2007-02-09,en,96.0,145896422,40000000,Comedy,2007,2,9,6.5,PG-13,1797066
Paul,2011-02-14,en,104.0,97552050,40000000,Adventure,2011,2,14,7.0,R,105896422
The Guilt Trip,2012-12-19,en,95.0,41863726,40000000,Comedy,2012,12,19,5.7,PG-13,57552050
Scream 4,2011-04-11,en,111.0,97138686,40000000,Horror,2011,4,11,6.1,R,1863726
8MM,1999-02-26,en,123.0,96618699,40000000,Thriller,1999,2,26,6.5,R,57138686
The Doors,1991-03-01,en,140.0,34416893,38000000,Drama,1991,3,1,7.2,R,56618699
Sex Tape,2014-07-17,en,97.0,126069509,40000000,Comedy,2014,7,17,5.1,R,-3583107
Hanging Up,2000-02-16,en,94.0,36037909,40000000,Comedy,2000,2,16,4.9,PG-13,86069509
Final Destination 5,2011-08-12,en,92.0,157887643,47000000,Horror,2011,8,12,5.8,R,-3962091
Pay It Forward,2000-10-12,en,122.0,55707411,40000000,Drama,2000,10,12,7.2,PG-13,110887643
Fever Pitch,2005-04-06,en,103.0,50451307,30000000,Comedy,2005,4,6,6.2,PG-13,15707411
The Shadow,1994-07-01,en,108.0,48063435,25000000,Adventure,1994,7,1,6.1,PG-13,20451307
Extremely Loud & Incredibly Close,2011-12-24,en,129.0,55247881,40000000,Drama,2011,12,24,6.9,PG-13,23063435
Morning Glory,2010-01-12,en,102.0,58785180,40000000,Comedy,2010,1,12,6.5,PG-13,15247881
Get Rich or Die Tryin',2005-11-09,en,117.0,46442528,40000000,Drama,2005,11,9,5.4,R,18785180
The Art of War,2000-08-23,en,117.0,30199105,40000000,Crime,2000,8,23,5.7,R,6442528
Rent,2005-11-23,en,135.0,31670620,40000000,Drama,2005,11,23,6.9,PG-13,-9800895
The Out-of-Towners,1999-04-02,en,90.0,29000000,75000000,Comedy,1999,4,2,5.5,PG-13,-8329380
The Island of Dr. Moreau,1996-08-23,en,96.0,49627779,40000000,Fantasy,1996,8,23,4.6,PG-13,-46000000
The Musketeer,2001-09-07,en,104.0,27053815,40000000,Action,2001,9,7,4.9,PG-13,9627779
Sweet November,2001-02-16,en,119.0,65754228,40000000,Drama,2001,2,16,6.7,PG-13,-12946185
The Reaping,2007-04-05,en,99.0,62771059,40000000,Horror,2007,4,5,5.6,R,25754228
Renaissance Man,1994-06-03,en,128.0,24332324,40000000,Comedy,1994,6,3,6.2,PG-13,22771059
Colombiana,2011-07-27,en,108.0,60965854,40000000,Action,2011,7,27,6.4,PG-13,-15667676
Quest for Camelot,1998-05-15,en,86.0,38172500,40000000,Fantasy,1998,5,15,6.3,G,20965854
City By The Sea,2002-09-06,en,108.0,22433915,40000000,Crime,2002,9,6,6.1,R,-1827500
Torque,2004-01-16,en,84.0,46546197,40000000,Action,2004,1,16,4.1,PG-13,-17566085
Showgirls,1995-09-22,en,128.0,20350754,45000000,Drama,1995,9,22,4.9,NC-17,6546197
Marie Antoinette,2006-05-24,en,123.0,60474340,40000000,Drama,2006,5,24,6.4,PG-13,-24649246
Get Carter,2000-10-06,en,102.0,19412993,63600000,Action,2000,10,6,5.2,R,20474340
Lo imposible,2012-09-09,en,113.0,180274123,42000000,Thriller,2012,9,9,7.6,N/A,-44187007
Ishtar,1987-05-15,en,107.0,14375181,55000000,Action,1987,5,15,4.4,PG-13,138274123
Fantastic Mr. Fox,2009-10-23,en,87.0,46471023,40000000,Adventure,2009,10,23,7.9,PG,-40624819
Life or Something Like It,2002-04-26,en,103.0,16872671,40000000,Comedy,2002,4,26,5.8,PG-13,6471023
Memoirs of an Invisible Man,1992-02-28,en,99.0,14358033,40000000,Comedy,1992,2,28,6.0,PG-13,-23127329
Le fabuleux destin d'Amélie Poulain,2001-04-25,fr,122.0,173921954,10000000,Comedy,2001,4,25,N/A,N/A,-25641967
Alfie,2004-10-22,en,103.0,13395939,60000000,Comedy,2004,10,22,6.2,R,163921954
Big Miracle,2012-02-02,en,107.0,24719215,40000000,Adventure,2012,2,2,6.5,PG,-46604061
The Deep End of the Ocean,1999-03-12,en,106.0,28121100,38000000,Drama,1999,3,12,6.4,PG-13,-15280785
FearDotCom,2002-08-09,en,101.0,18902015,40000000,Horror,2002,8,9,3.4,R,-9878900
Cirque du Freak: The Vampire's Assistant,2009-10-23,en,109.0,28169671,40000000,Adventure,2009,10,23,5.8,PG-13,-21097985
Duplex,2003-09-26,en,89.0,19322135,40000000,Action,2003,9,26,5.9,PG-13,-11830329
Universal Soldier: The Return,1999-08-05,en,82.0,10667893,45000000,Action,1999,8,5,4.2,R,-20677865
Pandorum,2009-09-08,en,108.0,20645327,33000000,Action,2009,9,8,6.7,R,-34332107
Extreme Ops,2002-11-27,en,93.0,10959475,40000000,Action,2002,11,27,4.5,PG-13,-12354673
Sunshine,2007-04-05,en,107.0,32017803,50000000,Science,2007,4,5,7.2,R,-29040525
A Thousand Words,2012-03-07,en,91.0,22044277,40000000,Drama,2012,3,7,5.9,PG-13,-17982197
The Gunman,2015-02-16,en,115.0,13644292,40000000,Action,2015,2,16,5.8,R,-17955723
Stormbreaker,2006-07-21,en,93.0,23937870,40000000,Adventure,2006,7,21,5.1,PG,-26355708
Disturbia,2007-04-12,en,105.0,117760134,20000000,Thriller,2007,4,12,6.8,PG-13,-16062130
Hackers,1995-09-14,en,107.0,7563728,20000000,Action,1995,9,14,6.3,PG-13,97760134
Snowpiercer,2013-08-01,ko,126.0,86758912,39200000,Action,2013,8,1,7.1,R,-12436272
The Crow,1994-05-11,en,102.0,94000000,15000000,Fantasy,1994,5,11,7.6,R,47558912
Baahubali: The Beginning,2015-07-10,te,159.0,100000000,40000000,Action,2015,7,10,8.1,Not Rated,79000000
The Time Traveler's Wife,2009-08-14,en,107.0,101229792,39000000,Drama,2009,8,14,7.1,PG-13,60000000
Frankenweenie,2012-10-04,en,87.0,35287788,39000000,Animation,2012,10,4,6.9,PG,62229792
Serenity,2005-08-25,en,119.0,38869464,39000000,Science,2005,8,25,7.8,PG-13,-3712212
Against the Ropes,2004-02-20,en,106.0,6614280,39000000,Romance,2004,2,20,5.3,PG-13,-130536
Superman III,1983-06-17,en,125.0,75850624,39000000,Comedy,1983,6,17,5.0,PG,-32385720
Grudge Match,2013-12-25,en,113.0,44907260,40000000,Comedy,2013,12,25,6.4,PG-13,36850624
Chi bi,2008-07-10,zh,150.0,127814609,80341000,Adventure,2008,7,10,No Rating,No Rating,4907260
Sweet Home Alabama,2002-09-26,en,108.0,180622424,30000000,Comedy,2002,9,26,6.2,PG-13,47473609
The Ugly Truth,2009-07-24,en,96.0,205298907,38000000,Comedy,2009,7,24,6.4,R,150622424
Spy Kids 2: The Island of Lost Dreams,2002-08-07,en,100.0,119723358,38000000,Action,2002,8,7,No Rating,No Rating,167298907
Star Trek: Generations,1994-11-17,en,118.0,120000000,38000000,Science,1994,11,17,6.6,PG,81723358
一代宗師,2013-01-08,zh,130.0,64076736,3860000,Action,2013,1,8,No Rating,No Rating,82000000
Water for Elephants,2011-03-15,en,120.0,114156230,38000000,Drama,2011,3,15,6.9,PG-13,60216736
The Hurricane,1999-09-17,en,146.0,73956241,50000000,Drama,1999,9,17,7.6,R,76156230
Enough,2002-05-24,en,114.0,51801187,38000000,Drama,2002,5,24,5.8,PG-13,23956241
Paul Blart: Mall Cop 2,2015-04-16,en,94.0,107597242,38000000,Action,2015,4,16,4.4,PG,13801187
Angel Eyes,2001-05-15,en,102.0,29700000,53000000,Drama,2001,5,15,5.6,R,69597242
The Ninth Gate,1999-08-24,en,133.0,58401898,38000000,Horror,1999,8,24,6.7,R,-23300000
Extreme Measures,1996-09-27,en,118.0,17380126,38000000,Drama,1996,9,27,6.2,R,20401898
Rock Star,2001-09-04,en,105.0,16991902,57000000,Music,2001,9,4,6.3,R,-20619874
Precious,2009-11-06,en,110.0,47536959,10000000,Drama,2009,11,6,7.3,R,-40008098
White Squall,1996-02-02,en,129.0,10300000,38000000,Action,1996,2,2,6.6,PG-13,37536959
The Thing,1982-06-25,en,109.0,19629760,15000000,Horror,1982,6,25,8.1,R,-27700000
Riddick,2013-09-02,en,119.0,98337295,38000000,Science,2013,9,2,6.4,R,4629760
Switchback,1997-10-31,en,118.0,6482195,37000000,Action,1997,10,31,6.4,R,60337295
City of Ember,2008-10-07,en,90.0,17869048,55000000,Adventure,2008,10,7,6.5,PG,-30517805
The Master,2012-09-07,en,137.0,28258060,32000000,Drama,2012,9,7,7.2,R,-37130952
Virgin Territory,2007-12-17,en,93.0,5410749,38000000,Adventure,2007,12,17,4.8,R,-3741940
The Express,2008-10-10,en,130.0,9793496,40000000,Drama,2008,10,10,7.3,PG,-32589251
The 5th Wave,2016-01-14,en,112.0,109906372,38000000,Adventure,2016,1,14,5.2,PG-13,-30206504
Creed,2015-11-25,en,133.0,173567581,37000000,Drama,2015,11,25,7.6,PG-13,71906372
The Town,2010-09-15,en,125.0,154026136,37000000,Crime,2010,9,15,7.5,R,136567581
What to Expect When You're Expecting,2012-05-17,en,110.0,79700000,40000000,Romance,2012,5,17,5.7,PG-13,117026136
Burn After Reading,2008-09-05,en,96.0,163720069,37000000,Comedy,2008,9,5,7.0,R,39700000
Nim's Island,2008-04-03,en,96.0,100076342,37000000,Adventure,2008,4,3,6.0,PG,126720069
Rush,2013-09-02,en,123.0,90247624,38000000,Drama,2013,9,2,8.1,R,63076342
Magnolia,1999-12-08,en,188.0,48451803,37000000,Drama,1999,12,8,8.0,R,52247624
Cop Out,2010-02-26,en,107.0,55583804,30000000,Action,2010,2,26,5.6,R,11451803
How to Be Single,2016-01-21,en,110.0,112343513,38000000,Comedy,2016,1,21,6.1,R,25583804
Dolphin Tale,2011-09-23,en,113.0,95404397,37000000,Drama,2011,9,23,6.9,PG,74343513
Twilight,2008-11-20,en,122.0,392616625,37000000,Adventure,2008,11,20,5.2,PG-13,58404397
John Q,2002-02-15,en,116.0,102244770,36000000,Drama,2002,2,15,7.1,PG-13,355616625
Blue Streak,1999-09-17,en,93.0,117758500,65000000,Action,1999,9,17,6.3,PG-13,66244770
We're the Millers,2013-08-07,en,110.0,269994119,37000000,Comedy,2013,8,7,7.0,R,52758500
Obitaemyy Ostrov,2008-12-18,ru,115.0,21834845,36500000,Action,2008,12,18,No Rating,No Rating,232994119
Breakdown,1997-05-02,en,95.0,50159144,36000000,Drama,1997,5,2,6.9,R,-14665155
Never Say Never Again,1983-10-07,en,134.0,160000000,36000000,Adventure,1983,10,7,6.2,PG,14159144
Hot Tub Time Machine,2010-03-26,en,101.0,64572262,36000000,Science,2010,3,26,6.4,R,124000000
Dolphin Tale 2,2014-09-12,en,107.0,52424533,36000000,Family,2014,9,12,6.4,PG,28572262
Reindeer Games,2000-02-25,en,124.0,32168970,42000000,Thriller,2000,2,25,5.8,R,16424533
A Man Apart,2003-04-04,en,109.0,44350926,36000000,Action,2003,4,4,6.1,R,-9831030
Aloha,2015-05-27,en,105.0,26250020,37000000,Drama,2015,5,27,5.4,PG-13,8350926
The Rite,2011-01-28,en,114.0,96047633,37000000,Drama,2011,1,28,6.0,PG-13,-10749980
Gattaca,1997-09-07,en,106.0,12532777,36000000,Thriller,1997,9,7,7.8,PG-13,59047633
Isn't She Great,2000-01-28,de,95.0,3003296,36000000,Drama,2000,1,28,5.4,R,-23467223
Space Chimps,2008-07-17,en,81.0,63800345,37000000,Animation,2008,7,17,4.5,G,-32996704
The Hangover,2009-06-05,en,100.0,459270619,35000000,Comedy,2009,6,5,7.7,R,26800345
葉問3,2015-12-19,cn,105.0,156844753,36000000,Action,2015,12,19,7.2,PG-13,424270619
Austin Powers: The Spy Who Shagged Me,1999-06-08,en,95.0,310940086,33000000,Adventure,1999,6,8,6.6,PG-13,120844753
Batman,1989-06-23,en,126.0,411348924,35000000,Fantasy,1989,6,23,7.5,PG-13,277940086
Lethal Weapon 3,1992-05-15,en,118.0,321731527,35000000,Adventure,1992,5,15,6.7,R,376348924
The Blind Side,2009-11-20,en,129.0,309208309,29000000,Drama,2009,11,20,7.6,PG-13,286731527
Spy Kids,2001-03-18,en,88.0,147934180,35000000,Action,2001,3,18,5.5,PG,280208309
Horrible Bosses,2011-07-08,en,98.0,117000000,35000000,Comedy,2011,7,8,6.9,R,112934180
True Grit,2010-12-22,en,110.0,252276927,38000000,Drama,2010,12,22,7.6,PG-13,82000000
The Devil Wears Prada,2006-06-30,en,109.0,326551094,35000000,Comedy,2006,6,30,6.9,PG-13,214276927
Star Trek: The Motion Picture,1979-12-06,en,132.0,139000000,35000000,Science,1979,12,6,6.4,G,291551094
Identity Thief,2013-02-07,en,111.0,173965010,35000000,Comedy,2013,2,7,5.7,R,104000000
Cape Fear,1991-11-15,en,128.0,182300000,35000000,Crime,1991,11,15,7.3,R,138965010
21,2008-03-27,en,123.0,69823199,35000000,Drama,2008,3,27,6.8,PG-13,147300000
Trainwreck,2015-07-17,en,125.0,140795793,35000000,Comedy,2015,7,17,6.2,R,34823199
Guess Who,2005-03-25,en,105.0,68915888,35000000,Comedy,2005,3,25,5.9,PG-13,105795793
The English Patient,1996-11-14,en,162.0,231976425,27000000,Drama,1996,11,14,7.4,R,33915888
L.A. Confidential,1997-09-19,en,138.0,126216940,35000000,Crime,1997,9,19,8.2,R,204976425
Sky High,2005-07-29,en,100.0,86369815,35000000,Adventure,2005,7,29,6.2,PG,91216940
Species,1995-07-07,en,108.0,113374103,35000000,Science,1995,7,7,5.8,R,51369815
A Nightmare on Elm Street,1984-11-14,en,91.0,25504513,1800000,Horror,1984,11,14,7.5,R,78374103
The Cell,2000-08-17,en,107.0,104155843,33000000,Horror,2000,8,17,6.3,R,23704513
Secretariat,2010-08-20,en,123.0,60251371,35000000,Drama,2010,8,20,7.2,PG,71155843
TMNT,2007-03-23,en,90.0,95608995,34000000,Adventure,2007,3,23,6.2,PG,25251371
Radio,2003-10-24,en,109.0,52277485,32000000,Drama,2003,10,24,6.9,PG,61608995
Friends with Benefits,2011-07-21,en,109.0,150483765,35000000,Romance,2011,7,21,6.5,R,20277485
Neighbors 2: Sorority Rising,2016-05-04,en,91.0,108758521,35000000,Comedy,2016,5,4,5.7,R,115483765
Saving Mr. Banks,2013-11-16,en,125.0,112544580,35000000,Comedy,2013,11,16,7.5,PG-13,73758521
Malcolm X,1992-11-18,en,202.0,48169908,34000000,Drama,1992,11,18,7.7,PG-13,77544580
This Is 40,2012-12-20,en,134.0,88058786,35000000,Comedy,2012,12,20,6.2,R,14169908
Old Dogs,2009-11-24,en,88.0,92219310,35000000,Comedy,2009,11,24,5.4,PG,53058786
Underworld: Rise of the Lycans,2009-01-22,en,92.0,91353501,35000000,Fantasy,2009,1,22,6.6,R,57219310
License to Wed,2007-07-04,en,91.0,69307224,35000000,Comedy,2007,7,4,5.3,PG-13,56353501
Must Love Dogs,2005-07-21,en,98.0,58405313,30000000,Comedy,2005,7,21,5.9,PG-13,34307224
Donnie Brasco,1997-02-27,en,127.0,41954997,35000000,Crime,1997,2,27,7.7,R,28405313
Resident Evil,2002-03-15,en,100.0,102984862,33000000,Horror,2002,3,15,6.7,R,6954997
Poltergeist,1982-06-04,en,114.0,122200000,10700000,Horror,1982,6,4,7.3,PG,69984862
Max Payne,2008-10-15,en,100.0,85416905,35000000,Action,2008,10,15,5.4,PG-13,111500000
In Time,2011-10-27,en,109.0,173930596,40000000,Action,2011,10,27,6.7,PG-13,50416905
The Back-Up Plan,2010-04-23,en,106.0,77477008,35000000,Comedy,2010,4,23,5.4,PG-13,133930596
Something Borrowed,2011-05-05,en,112.0,59901913,35000000,Comedy,2011,5,5,5.9,PG-13,42477008
The Bad News Bears,1976-04-07,en,102.0,35323292,35000000,Comedy,1976,4,7,7.3,PG,24901913
Street Fighter,1994-12-22,en,102.0,99423521,35000000,Action,1994,12,22,4.0,PG-13,323292
The Pianist,2002-09-24,en,150.0,120072577,35000000,Drama,2002,9,24,8.5,R,64423521
House of Wax,2005-04-30,en,113.0,68766121,40000000,Horror,2005,4,30,5.3,R,85072577
Closer,2004-12-01,en,104.0,115505027,27000000,Drama,2004,12,1,7.2,R,28766121
J. Edgar,2011-11-09,en,137.0,84606030,35000000,Drama,2011,11,9,6.5,R,88505027
Mirrors,2008-08-15,en,110.0,72436439,35000000,Horror,2008,8,15,6.2,R,49606030
Queen of the Damned,2002-02-10,en,101.0,45479110,35000000,Drama,2002,2,10,5.3,R,37436439
Predator 2,1990-11-20,en,108.0,57120318,35000000,Science,1990,11,20,6.3,R,10479110
Untraceable,2008-01-22,en,101.0,32483410,35000000,Drama,2008,1,22,6.2,R,22120318
Blast from the Past,1999-02-12,en,112.0,40263020,35000000,Comedy,1999,2,12,6.6,PG-13,-2516590
Flash Gordon,1980-09-01,en,111.0,27107960,35000000,Science,1980,9,1,6.5,PG,5263020
Jersey Girl,2004-03-25,en,102.0,36098382,35000000,Comedy,2004,3,25,6.2,PG-13,-7892040
Alex Cross,2012-10-18,en,101.0,30353232,45000000,Action,2012,10,18,5.1,PG-13,1098382
Midnight in the Garden of Good and Evil,1997-11-21,en,155.0,25105255,35000000,Crime,1997,11,21,6.6,R,-14646768
